motion_param,r_zero_order,p_zero_order,r_partial,p_partial,attenuation,percent_attenuation,rho_spearman,p_spearman,subject,run
trans_x,0.0705657399755866,0.13501217238180022,-0.010011548669647161,0.832269594716793,0.06055419130593944,85.81245137780625,0.06287853273349499,0.1830367021608899,LA,1
trans_y,-0.08568885747327504,0.06936718249390546,-0.25904336167039976,2.4709885414377012e-08,-0.17335450419712473,-202.30693850853498,-0.14396416772428508,0.0022029755489918427,LA,1
trans_z,-0.07578172219668908,0.10840336125400661,-0.17070884170716122,0.00027481992089386056,-0.09492711951047214,-125.26387202456522,-0.09611194787793191,0.04156078692364328,LA,1
rot_x,-0.19988824789105536,1.9402189226138043e-05,-0.3376745620759469,1.8317474222580974e-13,-0.13778631418489157,-68.93167339181888,-0.2165363121134755,3.5561802119499414e-06,LA,1
rot_y,0.16508087690040507,0.00043759243209428466,0.18338299386363566,9.132668363419813e-05,-0.018302116963230586,-11.086757780110675,0.2464697603444956,1.1850559847347898e-07,LA,1
rot_z,0.17580352038371344,0.00017809714388880265,0.2293801705919647,8.739718111501376e-07,-0.05357665020825125,-30.475299977675892,0.1853561745983931,7.641021719184782e-05,LA,1
trans_x,-0.007555775890934422,0.8730081423090288,0.007597713814930553,0.8723092926920141,-4.193792399613018e-05,-0.5550445725428169,-0.020728925410331247,0.660986902316469,LA,2
trans_y,0.05166348058721694,0.2741172044836368,0.02316619785281762,0.6240431697199268,0.028497282734399318,55.159432563377045,-0.006061001124285388,0.8979773876642021,LA,2
trans_z,-0.23235247497372596,6.241264283878806e-07,-0.22734917720122463,1.0972047961687877e-06,0.0050032977725013306,2.153322349188273,-0.1176438402164949,0.012512919978902358,LA,2
rot_x,0.02411310435287348,0.6099339966800311,0.043005848793200144,0.3627299211850913,-0.018892744440326664,-78.35052743043131,0.040257449831027976,0.3942364852809237,LA,2
rot_y,0.010385519922557231,0.826102221936778,0.05546707496657202,0.24028853885335602,-0.04508155504401479,-434.0808681720225,0.07840176988528338,0.09669646078582758,LA,2
rot_z,0.028474935409534413,0.5468501963239906,-0.02783216522120354,0.5559408729853211,0.0006427701883308726,2.257319214552636,0.03167574490079787,0.502702691263779,LA,2
trans_x,-0.15550801161952815,0.0009336107669721583,0.013180398619796663,0.7803730395270416,0.14232761299973148,91.52429609090217,-0.15154056727852155,0.001262544276997474,BS,1
trans_y,0.004554857303229725,0.9232387312909492,-0.11042405303077751,0.019124138137081796,-0.10586919572754779,-2324.314214025516,0.00820567015145754,0.8621897901334475,BS,1
trans_z,-0.1197549824390033,0.011006989439749329,-0.10824935439341754,0.02163696080170856,0.011505628045585761,9.607640376421168,-0.12172484802394087,0.009748932307687745,BS,1
rot_x,-0.005884297168600994,0.9009362712373057,-0.03915557284540944,0.4073179292302842,-0.033271275676808446,-565.4248030562802,-0.014175740785551205,0.7642598728066323,BS,1
rot_y,-0.3519788141456299,1.4328535398678556e-14,-0.33254789681390273,4.4240291857706425e-13,0.019430917331727193,5.520479230800444,-0.33471368582890126,3.0542652245230987e-13,BS,1
rot_z,0.0062525068638048685,0.8947722471058208,-0.06428574787400791,0.17341190520929384,-0.058033241010203046,-928.159573021049,0.00941891071067018,0.8420640886256104,BS,1
trans_x,-0.22110450205554694,2.1794448422853223e-06,-0.13403403370683717,0.004396100905067321,0.08707046834870977,39.37978084536492,-0.28298417934574166,9.859337288110511e-10,BS,2
trans_y,0.33756708161487986,1.8662398345593852e-13,0.17167229453730634,0.0002534105025345815,0.16589478707757352,49.144243059469254,0.3774450902638203,1.1015797915291823e-16,BS,2
trans_z,-0.424173211477277,4.442936222910223e-21,-0.2790726612371226,1.7053127688167884e-09,0.1451005502401544,34.20785337546651,-0.47510680711180475,1.0194475694574367e-26,BS,2
rot_x,0.07636052578888863,0.10572539718649118,-0.011697935727539945,0.8045453046758839,0.0646625900613487,84.6806506284663,0.037373353284049136,0.4290141296384269,BS,2
rot_y,-0.21537199641465715,4.022116075587136e-06,-0.02882609940180071,0.5419148708512893,0.18654589701285645,86.61566968701835,-0.17400138601507498,0.00020792076234950427,BS,2
rot_z,0.06138519762093014,0.19367606959427747,0.006241955160905259,0.8949488018678956,0.05514324246002488,89.83149781572588,0.10410026716181316,0.027233076838061032,BS,2
trans_x,-0.3140355424049095,2.7323359063900064e-08,-0.3257664738453032,7.593610439094189e-09,-0.011730931440393721,-3.735542591949084,-0.27321859131768134,1.553356553368373e-06,OE,1
trans_y,0.04661769192572962,0.42110319603623275,-0.1764709534990508,0.002155549943754986,-0.12985326157332117,-278.5493150973686,0.20398893321036898,0.0003766825627890532,OE,1
trans_z,-0.11582945366210998,0.045005645151029554,0.1822952243380393,0.001519803835731034,-0.06646577067592932,-57.38244338941533,-0.10283936488183201,0.07531976185584584,OE,1
rot_x,0.05090922470491355,0.3795843386764369,0.20059659661177026,0.0004731279663047001,-0.14968737190685671,-294.02799350116504,0.01826286958743986,0.7527404597490495,OE,1
rot_y,-0.3112991721703319,3.654555316485723e-08,-0.3515118318859888,3.752891706615915e-10,-0.04021265971565691,-12.91768925541953,-0.24451649462771807,1.8467689641496106e-05,OE,1
rot_z,-0.14651859332181388,0.011056464052930063,-0.23989161136590326,2.6788824214843265e-05,-0.09337301804408937,-63.727760366225056,-0.1425953621706908,0.013429971016458481,OE,1
trans_x,0.07496966506511775,0.19534961648056845,0.08635355051374918,0.13563831587077835,-0.011383885448631434,-15.184655605361886,0.16880676451960575,0.0033604203204889785,OE,2
trans_y,-0.29753309929177096,1.5101699343005595e-07,-0.28324268841305067,6.102536649607551e-07,0.014290410878720294,4.802965086148831,-0.28818631318125754,3.7972341184066675e-07,OE,2
trans_z,0.008519111796024714,0.8831777885484958,0.16262346598096467,0.004746047397150779,-0.15410435418493995,-1808.9251306321617,0.0034511494572161913,0.9525329221799335,OE,2
rot_x,0.15581406961054534,0.006850061608781841,0.015839894957765402,0.7846788582601191,0.13997417465277995,89.83410484216417,0.23377548639429324,4.33223886409593e-05,OE,2
rot_y,0.02007345541862693,0.7291429090164412,-0.05696191890205175,0.32546513033957813,-0.036888463483424824,-183.76738191868353,0.07141946021622461,0.2174143298191927,OE,2
rot_z,-0.15125264974767885,0.008691682508072722,-0.061971755771815906,0.2846508293049923,0.08928089397586295,59.027656126885844,-0.12233602595584395,0.0341718413183931,OE,2
trans_x,-0.32772097704161307,6.10189897641772e-09,-0.229829989602755,5.8676595070725496e-05,0.09789098743885807,29.870223237625755,-0.25789753219480216,6.038258108775556e-06,OE,3
trans_y,0.02824424767785474,0.6260743221796217,-0.05674854655454327,0.32728363111796227,-0.028504298876688528,-100.92072269652868,0.08941210457893976,0.12227505028679671,OE,3
trans_z,0.027392693543857947,0.6365247262720659,0.07462262914376011,0.19743152517421322,-0.04722993559990216,-172.41800454666193,0.11571773019700218,0.04521432632793336,OE,3
rot_x,-0.20326396326146698,0.00039561052049721045,-0.0961503635475083,0.09645782367712466,0.10711359971395867,52.69679779694837,-0.18809053433927042,0.0010622875722914617,OE,3
rot_y,-0.36610636974998145,6.01999245138677e-11,-0.21725326624073504,0.00014906333209040057,0.1488531035092464,40.658430393030315,-0.38688207646751627,3.775445592844786e-12,OE,3
rot_z,-0.06364432269891765,0.2718272026175618,-0.11463833015388618,0.04727258575081158,-0.05099400745496853,-80.12341917158268,-0.016445516061289567,0.7766596502539556,OE,3
trans_x,0.2548696097454236,7.819012183012456e-06,0.15842929066217523,0.005959357555240551,0.09644031908324838,37.8390813952192,0.2345697174413049,4.07300329139906e-05,AE,1
trans_y,-0.014203893536140275,0.8064533612299171,0.0580095786926109,0.31663135345767274,-0.043805685156470625,-308.40617782027005,-0.027763864042933805,0.6319606530884547,AE,1
trans_z,0.061410740067354266,0.28904191329065365,-0.08421864570062543,0.14561209263881653,-0.02280790563327116,-37.1399296088206,0.0997691085456505,0.08450147242824245,AE,1
rot_x,-0.21661482935856824,0.00015606996757693562,-0.14744992017270117,0.01055068764058984,0.06916490918586707,31.929904979578552,-0.2167459638440427,0.0001546061162706855,AE,1
rot_y,0.4002579852068378,5.708871736620673e-13,0.3897574528099594,2.533478060269686e-12,0.010500532396878426,2.6234410767475778,0.41467127412526805,6.765517361186881e-14,AE,1
rot_z,0.03019299031153639,0.6024409435373388,0.11968416816958177,0.03828511522596578,-0.08949117785804539,-296.3971999283948,0.0038000422226913627,0.9477407737273676,AE,1
trans_x,0.04874672010702843,0.4001835491052992,-0.0001606939491241204,0.997788520979115,0.048586026157904305,99.67034920755427,-0.012435693729930333,0.8301558925804806,AE,2
trans_y,0.042438249315356356,0.4639772880014939,0.23277295519832097,4.681725679753538e-05,-0.1903347058829646,-448.49801524232913,0.15223280258669541,0.008262439403066446,AE,2
trans_z,0.3603039363272344,1.2601354965448982e-10,0.3146352869210597,2.5626013116618005e-08,0.04566864940617471,12.675034825236445,0.38726208068978546,3.5823524168996244e-12,AE,2
rot_x,0.05885067121869923,0.30965368625802936,0.020957654937781407,0.717709600039056,0.037893016280917825,64.38841817130827,0.020510894565495173,0.7234788438910722,AE,2
rot_y,0.1842117596242498,0.001351606048870816,0.0828103981551148,0.15249072714008519,0.10140136146913499,55.046084829747436,0.19181590906565626,0.000839165145945543,AE,2
rot_z,0.25161250935019325,1.0287912046163312e-05,0.3083257334424137,4.996105506566852e-08,-0.05671322409222046,-22.539906397613656,0.24665474060822898,1.551123212391873e-05,AE,2
trans_x,0.008337010218862751,0.885657673809539,-0.006700785587033977,0.9079871651367983,0.0016362246318287746,19.6260360593869,-0.03431015900176668,0.5538754838472751,AE,3
trans_y,0.13103448626131348,0.02321336789793862,0.000670463520457321,0.9907732367894421,0.13036402274085615,99.48833048490741,0.11142079356437294,0.05387814909772557,AE,3
trans_z,0.03443175133773306,0.5524706908022481,-0.15677870275535244,0.006508536981709857,-0.12234695141761938,-355.33176984680944,0.06158201757797309,0.2876965309645038,AE,3
rot_x,0.11090160369746901,0.05501270192850812,-0.034739489046748846,0.5489230960029668,0.07616211465072018,68.67539522555916,0.04558983988710986,0.4314271367036555,AE,3
rot_y,0.2604152745004563,4.858622388893167e-06,0.22999428011664533,5.794608716245897e-05,0.03042099438381099,11.681724292926482,0.26983188702096683,2.1123294434453897e-06,AE,3
rot_z,-0.15926107689367552,0.005698669333576114,-0.12204161902944866,0.03460911787579729,0.03721945786422687,23.37009053949509,-0.1421775797508861,0.013707386515213279,AE,3
trans_x,-0.09107302144114025,0.11546002584070951,0.024862283384755185,0.6679989420929727,0.06621073805638507,72.70071532564288,-0.11390704341159347,0.04871113672788064,SE,1
trans_y,0.1554147327905656,0.006996072634790742,0.2185227348856915,0.00013599795239141194,-0.06310800209512588,-40.60619026393669,0.2495898843320481,1.217654667670566e-05,SE,1
trans_z,-0.14972545653757044,0.00940006812585185,-0.08618666214846868,0.13639855115502483,0.06353879438910176,42.436868023947575,-0.19970933010366781,0.0005018907985770222,SE,1
rot_x,0.03589666397201971,0.5356841605012178,0.0637844647282905,0.2707708888375781,-0.027887800756270786,-77.68911556240555,0.012745919399104433,0.8259855591650443,SE,1
rot_y,-0.27777927401337954,1.0201066187220387e-06,-0.31330968925854397,2.9523062341872045e-08,-0.035530415245164426,-12.790880590843889,-0.18901721130234778,0.001002185906748591,SE,1
rot_z,0.12278256153761838,0.03351758220225248,0.1737034708817256,0.0025356377884804275,-0.05092090934410723,-41.4724279298457,-0.10720563561817353,0.06367450801375808,SE,1
trans_x,0.16928245470369707,0.003270776785450849,0.24264857556936867,2.1480295683302916e-05,-0.0733661208656716,-43.33947129611732,0.1333041478238647,0.020911776854580615,SE,2
trans_y,0.16912233360552623,0.003300706562376796,0.21260790538691055,0.00020758481958931856,-0.04348557178138432,-25.712495123685656,0.1426242513805709,0.013410971809757852,SE,2
trans_z,0.1447961523141889,0.01204858885243605,0.11584486879944306,0.04497691573060261,0.02895128351474585,19.994511630340366,0.06518694652162801,0.26035389938396625,SE,2
rot_x,0.1606886169891732,0.00527503114369217,0.018701883122659753,0.7469966419171895,0.14198673386651345,88.36141384929597,0.14065667396304402,0.014760286285327046,SE,2
rot_y,0.010433286037711018,0.85718372886592,0.03720164063669586,0.5209487673522543,-0.02676835459898484,-256.56686208190655,-0.034143046033844826,0.5558090252420655,SE,2
rot_z,0.23557891221763386,3.764700234945723e-05,0.1678155780292253,0.0035543976849167678,0.06776333418840855,28.76460102074291,0.27762708474538605,1.0346488649448282e-06,SE,2
trans_x,0.125773937621862,0.02940378785415263,0.15604041690761844,0.006768516563166377,-0.03026647928575643,-24.06418997292768,0.11220658007311193,0.05219803323305324,SE,3
trans_y,-0.03492677425348655,0.5467695643226443,-0.11006156087729882,0.05689032516202096,-0.07513478662381226,-215.1208871409359,0.06784519827998088,0.24137458429059452,SE,3
trans_z,0.10892743775431868,0.059509125709336134,0.11584614048997677,0.044974546349256364,-0.006918702735658089,-6.351662058978139,0.0554423938043756,0.3385582580848092,SE,3
rot_x,0.08737512953046223,0.13105544152304657,0.048297741945289074,0.4045426752299197,0.03907738758517315,44.72369631400583,0.16234269269658552,0.004819721817498128,SE,3
rot_y,-0.22949564788936955,6.019010603153415e-05,-0.2139522857262846,0.00018875018555570273,0.01554336216308494,6.772835261162668,0.03695374393048812,0.5237318776750105,SE,3
rot_z,-0.12711832007413745,0.027700604005894774,-0.2539652735798496,8.441172461294497e-06,-0.12684695350571215,-99.78652442207618,-0.11563595151057232,0.04536758949025109,SE,3
trans_x,-0.36178352057614455,1.0452534985665595e-10,-0.24790756847669304,1.3993776691948463e-05,0.1138759520994515,31.47626843757358,-0.3377393082145357,1.94069202962087e-09,SP,1
trans_y,0.3525632657410128,3.299522694787844e-10,0.3898856921646199,2.4885762949337637e-12,-0.03732242642360706,-10.586022439167982,0.2817773530817009,7.011748053042182e-07,SP,1
trans_z,-0.19475177521960474,0.000694731800735589,-0.0755238720336044,0.19205814961834644,0.11922790318600034,61.22044487222637,-0.24081112012355693,2.4893732853700095e-05,SP,1
rot_x,-0.1409218588625651,0.014571751143826583,-0.10904718480720987,0.05922800176744241,0.03187467405535524,22.61868691814604,-0.07125501394459938,0.21847791992327897,SP,1
rot_y,-0.39100879107948755,2.1271197643511165e-12,-0.25053709723857653,1.125440220276139e-05,0.14047169384091102,35.92545667658781,-0.44833253702818915,3.066152399408897e-16,SP,1
rot_z,0.3204439852525772,1.3668219049147193e-08,0.2869865769215824,4.26416476726231e-07,0.03345740833099481,10.440953761270737,0.2978993099923332,1.4556056869027257e-07,SP,1
trans_x,-0.04524670981092258,0.43490583297123986,-0.05272908723962601,0.36276177470157445,-0.007482377428703425,-16.536843142785102,-0.03460260669562995,0.550499691473544,SP,2
trans_y,-0.09819469128329346,0.08954796274686042,-0.1121764375431086,0.052261668262456595,-0.013981746259815145,-14.23880056761679,-0.0032040356003955597,0.9559281498915542,SP,2
trans_z,0.06132112273708826,0.2897475341586585,0.07133758709027407,0.21794339710432564,-0.010016464353185817,-16.33444383614923,0.06079445327170301,0.293917682981833,SP,2
rot_x,-0.017319209906960085,0.7651326230292064,-0.054362848778869634,0.3480618017650662,-0.03704363887190955,-213.88757957730385,-0.1459585106501183,0.011370844047969387,SP,2
rot_y,-0.18785121189868698,0.0010783394404446818,-0.12660265989365066,0.02834360889001493,0.061248552005036316,32.60482132958995,-0.20238358203980045,0.0004197842424135314,SP,2
rot_z,0.1684128282951434,0.00343633595911638,0.09272145768054735,0.10899367688118308,0.07569137061459605,44.94394600507923,0.20775964177379747,0.00029110245141404433,SP,2
trans_x,-0.2395890711349948,2.7441642633656386e-05,-0.05003579875647708,0.3878249532115817,0.1895532723785177,79.11599284581526,-0.23019411326792516,5.706909164579654e-05,SP,3
trans_y,-0.35181581425045716,3.6159426303329503e-10,-0.22607391525625403,7.794411629002149e-05,0.12574189899420313,35.740831964048,-0.3569746330514783,1.9124946069732578e-10,SP,3
trans_z,0.08485685305061091,0.14257369263633,-0.07326043269563028,0.20575967383037322,0.011596420354980638,13.665861905183098,0.0008826764741830464,0.987853008928343,SP,3
rot_x,0.2909013520525189,2.914889324729082e-07,0.09902778755959551,0.08684835772011895,0.19187356449292337,65.95829243800931,0.3403815597951088,1.4247588635221934e-09,SP,3
rot_y,0.21936440178993383,0.00012793583608095637,0.06637988396908148,0.25171317406797294,0.15298451782085234,69.73990153942675,0.27030878120868007,2.0233611228460247e-06,SP,3
rot_z,0.4068143906938874,2.191480304033694e-13,0.26600430568105426,2.9748566281836794e-06,0.14081008501283315,34.61285741948777,0.38516650185002055,4.78119287937307e-12,SP,3
trans_x,0.18811116704610414,5.938464059178285e-05,0.2891947823406019,4.058423814738058e-10,-0.10108361529449778,-53.736105560242045,0.24943102599683628,8.253901710209643e-08,OfA,1
trans_y,-0.4258944905555184,2.966363683227321e-21,-0.37500357368228215,1.7903483693264992e-16,0.05089091687323627,11.949184129350053,-0.22192616589053119,1.99350166479185e-06,OfA,1
trans_z,-0.2288491072359609,9.277205240504014e-07,-0.32769769370461577,1.0036766002508347e-12,-0.09884858646865485,-43.19378286528966,-0.30464565257112386,4.0533260301491826e-11,OfA,1
rot_x,-0.33044282719616,6.324203156252928e-13,-0.49050567642149656,1.2834185515278952e-28,-0.16006284922533653,-48.43889352463347,0.0356222993693796,0.45096896513758955,OfA,1
rot_y,-0.09622083322039232,0.04132931704402032,-0.15913044779238675,0.0007043256429703228,-0.06290961457199443,-65.38045085090974,-0.2177741783086995,3.1175444076619787e-06,OfA,1
rot_z,-0.007678272021923019,0.870967157381426,0.011986033817209828,0.7998323385967795,-0.004307761795286809,-56.103271452056894,0.10611021947433487,0.024383289449041293,OfA,1
trans_x,0.05663022061173088,0.23055537345114382,0.1636601962462218,0.0004909783939817225,-0.10702997563449092,-188.99798460668504,0.015134560335277379,0.7488334815166894,OfA,2
trans_y,-0.028893392286239727,0.5409716589683523,-0.20795693949225538,8.672129077654355e-06,-0.17906354720601567,-619.7387466036427,-0.11625650826259228,0.013598938941156095,OfA,2
trans_z,0.14849024789562149,0.0015846296046203667,0.21752885387904838,3.2001434568578946e-06,-0.0690386059834269,-46.49369703521293,0.00784747908220123,0.8681493030458134,OfA,2
rot_x,0.12237474738417678,0.009362839291202234,0.13774824153542053,0.0034123403027358622,-0.015373494151243755,-12.562636066557936,0.14829169526763097,0.0016080078113703228,OfA,2
rot_y,-0.1740227821820434,0.0002075407577032502,-0.16316539116241122,0.0005109512707164531,0.010857391019632179,6.239063002839695,0.006345446973400693,0.8932173662488525,OfA,2
rot_z,-0.18532607893337563,7.661939237245517e-05,-0.23777171851528434,3.3388734467815145e-07,-0.052445639581908704,-28.299114665218166,-0.17540136000671613,0.00018438241520071837,OfA,2
trans_x,-0.1944700307242925,3.273157525543279e-05,-0.09968401125650155,0.034514951720484764,0.09478601946779096,48.74068210652605,-0.19365369705529414,3.537130311214748e-05,SS,1
trans_y,-0.2689355486424714,6.781698156944792e-09,-0.18306413300574745,9.398044833557494e-05,0.08587141563672393,31.930109675044562,-0.239981234475232,2.575992364331755e-07,SS,1
trans_z,0.01867770855021807,0.6927347737102746,0.021350273385100288,0.6514854813667373,-0.0026725648348822177,-14.308847510370937,-0.0035360174618146267,0.9403723595498189,SS,1
rot_x,0.04670012334481699,0.3229356247767703,-0.02646519609977937,0.57551476980605,0.020234927245037622,43.32949421916975,0.0028492650992515195,0.9519373670982936,SS,1
rot_y,0.03948937932036534,0.40332801190763484,0.017667818052569294,0.7085696551703181,0.02182156126779605,55.25931691851713,0.12579163353893108,0.007548122991193562,SS,1
rot_z,0.14582430157040108,0.001926138513234491,0.06341463139756962,0.179324496205877,0.08240967017283146,56.51298808590262,0.15285441738806943,0.0011433541621789708,SS,1
trans_x,0.0025691171043475,0.9566581362849357,0.012620339183624929,0.7894816012830832,-0.010051222079277429,-391.23253908000515,0.06911053058698233,0.14326808822586856,SS,2
trans_y,-0.09461468027675989,0.044856236250308414,-0.11699909329618298,0.01300773336371301,-0.022384413019423094,-23.658498822747017,-0.10102996393397828,0.03213773049851145,SS,2
trans_z,0.06142539929318838,0.1933838456582036,0.08692783311387141,0.06541990886633096,-0.025502433820683026,-41.517733892062886,0.07841204154094589,0.0966526324839523,SS,2
rot_x,-0.20336853785661846,1.3762573375394782e-05,-0.2132500484323222,5.02516100725749e-06,-0.009881510575703745,-4.8589180410347135,-0.13629176769597218,0.0037714442644315323,SS,2
rot_y,0.1778997618373997,0.00014846050000507993,0.21002770403167903,7.016699432206878e-06,-0.032127942194279335,-18.059575719749564,0.13317339838715253,0.004657833389573436,SS,2
rot_z,-0.12264069601775822,0.009208805257263131,-0.09968637983452565,0.034510640282680756,0.02295431618323257,18.716720410579548,-0.013366782058183004,0.7773483635452512,SS,2
trans_x,0.103373984795973,0.028331057333360478,0.14284324907215873,0.0023868821524257733,-0.03946926427618573,-38.18104173316465,0.11167363789450813,0.01779850071076915,OzO,1
trans_y,-0.027549005669801167,0.5599687785192738,0.04760787448803727,0.3136090337183591,-0.020058868818236104,-72.81158913196042,-0.07618980834473257,0.10650976433819472,OzO,1
trans_z,-0.008500773838533445,0.8572857641576809,-0.08219804092400382,0.0815465172394107,-0.07369726708547038,-866.9477448206602,-0.027823742339468344,0.5560604836800895,OzO,1
rot_x,0.05340759678261546,0.25822257859261927,0.08308833165027268,0.07828700159547868,-0.029680734867657224,-55.57399444215117,0.0990496413974061,0.03568630271210332,OzO,1
rot_y,-0.008291948432093476,0.8607554632965931,0.0035692145236983653,0.9398136140656965,0.004722733908395111,56.95565942156683,-0.017812960393220053,0.7062859193669873,OzO,1
