motion_param,coherence_gastric_band,coherence_peak,peak_frequency,coherence_broadband,specificity_ratio,subject,run
trans_x,0.049333621102267994,0.09920441296156375,0.0390625,0.023765776341998678,2.0758261874030772,ToL,2
trans_y,0.10708232914531804,0.11731671843470769,0.0546875,0.06233224053081747,1.717928443797604,ToL,2
trans_z,0.07881558034248165,0.2267489385823056,0.0625,0.11139850731789576,0.7075102007140557,ToL,2
rot_x,0.11315780087962564,0.16844564965866554,0.046875,0.05353785961923685,2.1136033728850494,ToL,2
rot_y,0.12234335827495635,0.1817630264733316,0.0625,0.17990771034129155,0.6800339906214308,ToL,2
rot_z,0.2574170676080939,0.37843601709052926,0.046875,0.11341416577420124,2.2697082469717267,ToL,2
trans_x,0.05906247061452116,0.11516619531729248,0.0625,0.22860144462318746,0.2583643803565619,ShL,2
trans_y,0.08641315055387191,0.19996531508454862,0.0390625,0.10907226963164622,0.7922559122174389,ShL,2
trans_z,0.05695889684706308,0.07564143592633721,0.0625,0.1474172047405751,0.3863788959277955,ShL,2
rot_x,0.07899193279400865,0.16162072716596274,0.0546875,0.05250178297556857,1.5045571439033112,ShL,2
rot_y,0.04419643207649589,0.08369434380929666,0.0390625,0.1509192053891174,0.2928482954389979,ShL,2
rot_z,0.04398820554007438,0.10901205222203322,0.0390625,0.07620783728210638,0.577213670550935,ShL,2
trans_x,0.13033413698800894,0.2504829379372684,0.0390625,0.08358060314840042,1.5593825830696346,DaH,1
trans_y,0.0790334510971617,0.15625365446235578,0.046875,0.08926259804818679,0.8854038840092526,DaH,1
trans_z,0.08717687420761805,0.17141260763876065,0.046875,0.09615916243689375,0.9065893660853231,DaH,1
rot_x,0.07131193786412733,0.11237854547961983,0.0625,0.09228655425975944,0.772722942782466,DaH,1
rot_y,0.08808295207355299,0.1502635014273336,0.0390625,0.07089352258670871,1.242468264171432,DaH,1
rot_z,0.06437518728291079,0.09737413130990173,0.046875,0.03299344357217191,1.9511508990256627,DaH,1
trans_x,0.03735807948867572,0.04646316256297655,0.0625,0.07072952382463714,0.528182255665697,DaH,2
trans_y,0.23104798286622463,0.37346860079296196,0.0625,0.211542176274956,1.0922076477869587,DaH,2
trans_z,0.1169475097905059,0.1923631422241939,0.0546875,0.1923398323061427,0.6080254325248698,DaH,2
rot_x,0.15911714326043444,0.2890524718198408,0.046875,0.10165202913220958,1.5653120204512003,DaH,2
rot_y,0.043957835664706985,0.12440936340880558,0.0625,0.027400745607259053,1.6042569109008444,DaH,2
rot_z,0.15178491258033835,0.31059924933669586,0.046875,0.1006029918794105,1.5087514754173792,DaH,2
trans_x,0.06388885214887263,0.13755101560100913,0.0625,0.030306933852116268,2.108060559666459,NoaG,2
trans_y,0.043029082723238625,0.061468276539604134,0.0390625,0.09408435830915551,0.4573457634276793,NoaG,2
trans_z,0.03200325644037505,0.047803505629414315,0.046875,0.024589746932274597,1.3014878273603243,NoaG,2
rot_x,0.09517638470222267,0.12343071216754796,0.0625,0.2135406627908818,0.4457061405248954,NoaG,2
rot_y,0.11615056100003458,0.2020378134799236,0.0625,0.07776535075684433,1.4936029956818728,NoaG,2
rot_z,0.14879068294239792,0.2909516322124582,0.0625,0.19727371301907706,0.754234715765632,NoaG,2
trans_x,0.09576539484720518,0.19894314926511242,0.0546875,0.09841889358961427,0.9730387251580223,MaE,1
trans_y,0.08384682414124633,0.21908214551399544,0.0546875,0.02934530397043352,2.8572484353885126,MaE,1
trans_z,0.09074323464487775,0.14202878128685573,0.0390625,0.10972371291475522,0.8270157120245736,MaE,1
rot_x,0.14457758167348014,0.25947507196145175,0.0390625,0.09549038996194484,1.5140537344092149,MaE,1
rot_y,0.042537233271044105,0.06366989638414411,0.0390625,0.09067716836089505,0.4691063251427892,MaE,1
rot_z,0.04135885144236306,0.09827866522697319,0.046875,0.03774269514394542,1.0958107568907054,MaE,1
trans_x,0.10075044994199714,0.17912033748110967,0.046875,0.18281149446479492,0.5511166033724842,MaE,2
trans_y,0.05289794377867491,0.09099965474230368,0.046875,0.09370026514074659,0.5645442266653442,MaE,2
trans_z,0.10149062966125062,0.17930971432420534,0.0625,0.13915821299204573,0.7293182874813144,MaE,2
rot_x,0.0798249631403105,0.15566488587185506,0.046875,0.13164574220750233,0.6063619053767253,MaE,2
rot_y,0.06792820274420514,0.14178421157681934,0.0546875,0.1532485738131993,0.44325503989798937,MaE,2
rot_z,0.04786309848492913,0.09686320528429625,0.0625,0.054169062535398146,0.8835873496111003,MaE,2
trans_x,0.0970113755252607,0.2317002365860878,0.0390625,0.04695988129726122,2.0658351903528995,AmK,1
trans_y,0.08964346045766082,0.17827711424230952,0.0625,0.05663042241919757,1.5829558825430254,AmK,1
trans_z,0.10948157256015834,0.20966942393300408,0.0546875,0.073560826654675,1.4883135140022128,AmK,1
rot_x,0.04960189562598728,0.10881465970875549,0.0390625,0.10857416211974272,0.45684806230047853,AmK,1
rot_y,0.06991064010132195,0.09926722229929369,0.046875,0.10941204341758107,0.6389665877147084,AmK,1
rot_z,0.22895703704651185,0.3836069485191947,0.0390625,0.08534816819737649,2.6826239111396344,AmK,1
trans_x,0.05805794213621518,0.0863291816767456,0.0625,0.089188624768596,0.6509568033115604,AmK,2
trans_y,0.18187621758799055,0.3791871679054421,0.0625,0.1525573620020538,1.1921825015978171,AmK,2
trans_z,0.10337576524402257,0.20302120607306334,0.0390625,0.07289439308153327,1.4181579780296645,AmK,2
rot_x,0.19392191028077255,0.2834746930119884,0.0625,0.2361831601020077,0.8210657784192189,AmK,2
rot_y,0.0788507782936882,0.16881568992508245,0.046875,0.09860425698149708,0.7996691078815948,AmK,2
rot_z,0.1008134147349338,0.1588901101254913,0.0625,0.0883260144066972,1.141378508902264,AmK,2
trans_x,0.11113084333956819,0.21385911792793497,0.0625,0.05394461808335088,2.0600913878349942,MoM,1
trans_y,0.016803465333433767,0.04541772743718914,0.0625,0.047593987909036725,0.3530585697135376,MoM,1
trans_z,0.10663974109614494,0.2382625418205314,0.0625,0.05064149137153888,2.105778048738508,MoM,1
rot_x,0.028457611954765087,0.058703591966036216,0.0546875,0.06877075266393226,0.41380399095602255,MoM,1
rot_y,0.08259921583140864,0.2258559986647,0.0625,0.09940308392908734,0.8309522449749995,MoM,1
rot_z,0.14272034751101104,0.3131263830459518,0.0625,0.15888561886506497,0.8982584354748413,MoM,1
trans_x,0.043654609500062634,0.09277649698102883,0.046875,0.06784101357175194,0.6434840391873421,MoM,2
trans_y,0.1411080538737825,0.2899786761973891,0.046875,0.0839949766550266,1.6799582466142897,MoM,2
trans_z,0.05915070137297787,0.10803454589747191,0.046875,0.07561557755018776,0.7822554982866152,MoM,2
rot_x,0.1550235715456314,0.30176860386800486,0.046875,0.07926756474272677,1.9556999367043841,MoM,2
rot_y,0.12163048217833071,0.15846201036842794,0.0390625,0.11500616329631676,1.0575996849767628,MoM,2
rot_z,0.05987445816767794,0.14956370476820166,0.0625,0.07722663094425852,0.7753084312763033,MoM,2
trans_x,0.12978038775413417,0.20132913805930186,0.0625,0.1734504929658631,0.7482272633543544,TiP,1
trans_y,0.0841284202432667,0.11316539298078644,0.0546875,0.07289036963241233,1.1541774386947186,TiP,1
trans_z,0.08396183492593727,0.1432223786260345,0.0625,0.1705864415886551,0.49219524186558594,TiP,1
rot_x,0.07895395815001345,0.21573138611043877,0.0625,0.04858075929762203,1.6252104563412433,TiP,1
rot_y,0.03916941624466837,0.08073923289328014,0.046875,0.052027176097978,0.7528645432459711,TiP,1
rot_z,0.10887890837501045,0.21604574700739546,0.0390625,0.11072502424024022,0.9833270213645928,TiP,1
trans_x,0.10729522526769872,0.1635178829641855,0.046875,0.14698174217072799,0.7299901580297636,TiP,2
trans_y,0.08758992749322941,0.15585666580060406,0.0390625,0.1975584291484598,0.4433621376037149,TiP,2
trans_z,0.07288376486190817,0.17506671784400674,0.0625,0.12525782791240786,0.5818699399345197,TiP,2
rot_x,0.1605109863859686,0.29208645753637064,0.0625,0.10500470594665735,1.5286075494049556,TiP,2
rot_y,0.10949684457507974,0.2732105441563146,0.046875,0.07222289950988414,1.5160959358670563,TiP,2
rot_z,0.013936922822312143,0.018059831912906416,0.0625,0.03288391610668781,0.423821868864807,TiP,2
trans_x,0.16128234272393596,0.26486598457856836,0.0625,0.14271416079070642,1.1301074940099984,IdS,1
trans_y,0.04139236572899395,0.08362996390981661,0.0625,0.20945735806193763,0.19761714791128177,IdS,1
trans_z,0.1703927587797378,0.22209421856089132,0.0625,0.23715993418662595,0.7184719429623602,IdS,1
rot_x,0.12169491096601132,0.203837323839141,0.0390625,0.041424180347581316,2.937774740528798,IdS,1
rot_y,0.15545690980832652,0.259526619347118,0.0390625,0.06378103036853808,2.437353373978653,IdS,1
rot_z,0.11609685938006199,0.2604023014170969,0.046875,0.06910385804550047,1.6800344075668858,IdS,1
trans_x,0.09384303460626046,0.12040373826165178,0.0625,0.057370137348930116,1.6357470764262658,IdS,2
trans_y,0.05798421424727911,0.1339870685082431,0.046875,0.07000209473919666,0.8283211292530019,IdS,2
trans_z,0.03380735283874111,0.06551840849767121,0.046875,0.034657567159836596,0.9754681448146313,IdS,2
rot_x,0.1271222242540978,0.2603224303273548,0.0390625,0.24379028508809694,0.521440893988111,IdS,2
rot_y,0.041782684220907126,0.05997825108122669,0.0625,0.053013221312639934,0.7881559186091054,IdS,2
rot_z,0.10806262739195066,0.30018614648031555,0.0625,0.12926890663532575,0.8359522032100548,IdS,2
trans_x,0.0623812497681595,0.14312070455148215,0.0546875,0.04110113742349316,1.5177499584409984,DoP,1
trans_y,0.07516514981525235,0.17842775193992577,0.0390625,0.03546556995276348,2.119383664309534,DoP,1
trans_z,0.0524400779356617,0.08489383907496852,0.0390625,0.10234474186216255,0.512386634919155,DoP,1
rot_x,0.108774198529866,0.24811729884077047,0.0625,0.124629999004225,0.872777014456213,DoP,1
rot_y,0.06290940320982114,0.13969204949505407,0.0625,0.03663713258821109,1.7170940680645514,DoP,1
rot_z,0.08536942398420741,0.11701537081595938,0.0546875,0.12889645300265068,0.662310109621254,DoP,1
trans_x,0.13105580940025036,0.2553021582238155,0.0546875,0.07634134717513752,1.7167081022020683,AlS,1
trans_y,0.23258771446941745,0.31807464708472966,0.0546875,0.07197948242364678,3.2313057320606258,AlS,1
trans_z,0.05172644048413315,0.08959511629400653,0.0625,0.06776541838931634,0.7633161815755357,AlS,1
rot_x,0.19978684155812226,0.27174730462062585,0.046875,0.08555512900010742,2.3351825151751355,AlS,1
rot_y,0.058898631828264665,0.12980155155303166,0.0546875,0.13294650680728087,0.4430250421648277,AlS,1
rot_z,0.3733259901339103,0.44028619790799295,0.0625,0.21994642879444756,1.697349631955469,AlS,1
trans_x,0.09795847740430355,0.150756158183834,0.046875,0.17537119237042323,0.5585779284749088,AlS,2
trans_y,0.41502962112722563,0.5959774997972207,0.0390625,0.237769024699201,1.7455159328584684,AlS,2
trans_z,0.22186025642475574,0.4067057382671132,0.0625,0.11186606629180659,1.9832668080747449,AlS,2
rot_x,0.2793377737854713,0.4674834068797143,0.0390625,0.24398783636676205,1.1448840148370465,AlS,2
rot_y,0.11862174485770888,0.2593672827853189,0.0625,0.08313439948272607,1.4268671627281049,AlS,2
rot_z,0.3800961407004864,0.5490316952891585,0.0390625,0.49402358797522117,0.7693886483869918,AlS,2
trans_x,0.05477666820925544,0.11850401344576017,0.046875,0.0890183162627534,0.615341543711501,AnF,1
trans_y,0.07152127868604966,0.13925214697779156,0.0390625,0.18151203867309523,0.3940304961009063,AnF,1
trans_z,0.10865319514062627,0.17766031191930368,0.0546875,0.06678357730194288,1.6269448173865768,AnF,1
rot_x,0.12726632681879846,0.21423064475712983,0.046875,0.14903991793573618,0.8539076543794332,AnF,1
rot_y,0.25261189075569834,0.44391779397875475,0.046875,0.1655753006758699,1.5256616752135335,AnF,1
rot_z,0.10565132563877189,0.23102480500062653,0.0546875,0.18396279079664538,0.5743081257020572,AnF,1
trans_x,0.054529440193642364,0.18066199456071277,0.0625,0.06599941542956439,0.8262109559018131,AnF,2
trans_y,0.22967647665417518,0.5019615060603578,0.0625,0.20411467841310532,1.1252325326491825,AnF,2
trans_z,0.02250939283935708,0.0326025173687099,0.046875,0.053537926985753465,0.4204382587189646,AnF,2
rot_x,0.07784854248687084,0.15560810038539397,0.0546875,0.047405572051117825,1.6421812659218198,AnF,2
rot_y,0.06505967817978453,0.11329782842206303,0.0546875,0.07400167791803869,0.8791649043948105,AnF,2
rot_z,0.02927223511817665,0.04410634032447557,0.0546875,0.0981113709574741,0.29835721183662633,AnF,2
trans_x,0.0395360615184187,0.06817575270454691,0.046875,0.023560424789209593,1.678070820213678,RoK,1
trans_y,0.040850813877110585,0.07043132738900461,0.0546875,0.0669266600726688,0.6103817786770878,RoK,1
trans_z,0.10893678238080035,0.14152972337567507,0.0546875,0.05108600085183551,2.1324194564281362,RoK,1
rot_x,0.11506907226443364,0.15013833531703383,0.0625,0.08278151586344183,1.3900334020852037,RoK,1
rot_y,0.026257531032777715,0.0774136429898268,0.0546875,0.029699267295090804,0.8841137622511861,RoK,1
rot_z,0.08458442192876224,0.18347161337725337,0.0625,0.15946533651617892,0.5304251301481938,RoK,1
trans_x,0.06319245463638534,0.10166117000955542,0.0625,0.07977317524326752,0.7921516771078173,RoK,2
trans_y,0.05796372554391416,0.08754442796498522,0.0546875,0.228033173217284,0.2541898825539027,RoK,2
trans_z,0.10148927325921947,0.16851229310028554,0.046875,0.04895800809829798,2.0729861567927865,RoK,2
rot_x,0.027538511618806612,0.06519410567285824,0.0625,0.04307158479715538,0.6393661084114266,RoK,2
rot_y,0.018411454761745754,0.027184905832538804,0.046875,0.05637687224485094,0.32657815157117925,RoK,2
rot_z,0.019375993215584395,0.046408100946929945,0.046875,0.04246426127530485,0.456289420516155,RoK,2
trans_x,0.08236643337382116,0.23007246694439595,0.0625,0.1832452114365344,0.44948750738514875,AlM,1
trans_y,0.09072794284699073,0.19113982921596587,0.0390625,0.39895489662235845,0.22741403500087962,AlM,1
trans_z,0.09886205035614357,0.1479696010944265,0.0390625,0.2818603598377758,0.3507483293428299,AlM,1
rot_x,0.09199479754054142,0.21810222454272488,0.0625,0.3105579324283098,0.2962242722045278,AlM,1
rot_y,0.08670331229996978,0.21825953252483185,0.0625,0.1973123526332697,0.4394216129852591,AlM,1
rot_z,0.03581317393960375,0.06997328776799475,0.0390625,0.3386405707409659,0.10575570980956832,AlM,1
trans_x,0.07784426971544478,0.1262692465660866,0.0390625,0.04238987735768745,1.8363881752936664,AlM,2
trans_y,0.10652273847006732,0.15752430925783298,0.0625,0.04858009168486118,2.192724108917031,AlM,2
trans_z,0.04535153186809141,0.12670523645848641,0.0625,0.04588424318531066,0.9883901012836406,AlM,2
rot_x,0.12563437699360994,0.21802968411044757,0.046875,0.09311763820556335,1.349200637814113,AlM,2
rot_y,0.09518825854062518,0.1593575442219328,0.046875,0.16548589787274548,0.5752046531258035,AlM,2
rot_z,0.031790350386992045,0.0441880207494274,0.046875,0.0721825058744177,0.4404162748001421,AlM,2
trans_x,0.09159011732798505,0.18166199989255538,0.0625,0.1915106000740235,0.47825090227255385,ErG,1
trans_y,0.1029178598161975,0.2038072255136213,0.046875,0.042199193174302985,2.438858466966687,ErG,1
trans_z,0.09370427572701626,0.13599541529246223,0.0390625,0.12814952305459443,0.7312104908418207,ErG,1
rot_x,0.2376330380600522,0.5230727751121226,0.0390625,0.27356383234903164,0.8686566346606736,ErG,1
rot_y,0.10387241297036261,0.33457979422991974,0.0390625,0.0840931616117743,1.235206416978123,ErG,1
rot_z,0.30636520066436146,0.49690150725493354,0.0390625,0.3479600979275135,0.8804607263909234,ErG,1
trans_x,0.09494413125700281,0.1477098265822122,0.046875,0.056739854557506665,1.6733234836448727,SiC,1
trans_y,0.03495970353136134,0.06681615186361603,0.0546875,0.19554207197214155,0.17878353829892737,SiC,1
trans_z,0.05393233083180842,0.0960422751307352,0.0546875,0.1395581285700793,0.3864506592755087,SiC,1
rot_x,0.06052351310001988,0.06891705000075202,0.0546875,0.14019064878050225,0.43172289723553386,SiC,1
rot_y,0.050240463687465334,0.12520974145336067,0.0625,0.019521623086868674,2.5735802400519567,SiC,1
rot_z,0.08202263344555177,0.1706890961536544,0.046875,0.19636476207594994,0.4177054606775961,SiC,1
trans_x,0.10752060946790336,0.2026797386301266,0.046875,0.0932387863875198,1.1531746981959619,SiC,2
trans_y,0.10409620700195085,0.20844762553311547,0.046875,0.059021382351111935,1.7637033000400302,SiC,2
trans_z,0.056930008561795926,0.11249084460533679,0.0625,0.09546408212679817,0.5963500327436745,SiC,2
rot_x,0.09316263415761326,0.16667667737980651,0.0546875,0.09835075215748589,0.9472488213787127,SiC,2
rot_y,0.10482141410876913,0.18034151828642087,0.0625,0.10392970192023708,1.0085799542498297,SiC,2
rot_z,0.07283960090591407,0.20522394992023305,0.0625,0.056424839061162316,1.290913753389131,SiC,2
trans_x,0.0793909236257823,0.1497113973581191,0.0390625,0.10672616165471968,0.7438750004730817,AzN,1
trans_y,0.04509269890705786,0.11447321165938117,0.0390625,0.2746961235253435,0.16415484249264303,AzN,1
trans_z,0.08467738755608714,0.2121548956400063,0.0625,0.06574163268037313,1.2880329248738587,AzN,1
rot_x,0.021938503418633605,0.03840929930368739,0.046875,0.20329566917484052,0.10791426839975814,AzN,1
rot_y,0.12511019370654655,0.2142940522137661,0.0625,0.06583422982649793,1.9003821241051742,AzN,1
rot_z,0.026373986006777216,0.04661538302813038,0.0390625,0.07668576392605028,0.3439228433300597,AzN,1
trans_x,0.04817131753962907,0.07862368371355041,0.0390625,0.045121352179917334,1.0675947219132707,AzN,2
trans_y,0.03059812685252171,0.05691586643700241,0.046875,0.06204924184467744,0.49312652167133214,AzN,2
trans_z,0.09240600051226505,0.14620122839370867,0.0546875,0.042342243917991636,2.18235954790211,AzN,2
rot_x,0.10896481284515168,0.15188117357188013,0.046875,0.08841191799267913,1.2324674681407508,AzN,2
rot_y,0.12058751826964165,0.22005577182094568,0.0390625,0.2454093820384943,0.4913728938105117,AzN,2
rot_z,0.043325421656542545,0.07789763407437397,0.046875,0.1395856963215968,0.31038582582046853,AzN,2
trans_x,0.056681433543497035,0.10445820370046976,0.0625,0.10631901184951922,0.5331260374241407,TzS,1
trans_y,0.1565543902290354,0.22068821599533575,0.0546875,0.06637217918258422,2.358735119461636,TzS,1
trans_z,0.05645380121406916,0.06193774573711817,0.0546875,0.12627649082707998,0.44706501423664957,TzS,1
rot_x,0.03330600319226893,0.04795500479751552,0.0625,0.02999768086764153,1.1102859327091346,TzS,1
rot_y,0.1312652707692944,0.32540992449608236,0.0390625,0.08008964923770608,1.6389792170995925,TzS,1
rot_z,0.1583488234597383,0.33478028472960064,0.0625,0.24653182522537154,0.642305808796695,TzS,1
trans_x,0.1169150119031177,0.28818529786714103,0.0625,0.10046814289357427,1.1637023281160412,TzS,2
trans_y,0.22095510653657216,0.2649417910539017,0.0625,0.09571441506245948,2.3084830656023674,TzS,2
trans_z,0.08195129056140268,0.13123467249653303,0.0546875,0.07579634270477463,1.0812037563933803,TzS,2
rot_x,0.07739132497943149,0.24969760612274053,0.0546875,0.05603985953829667,1.3810049753683467,TzS,2
rot_y,0.09372544357674709,0.12430062389222661,0.046875,0.19968115158427044,0.46937551584709813,TzS,2
rot_z,0.0773709718598469,0.11827283392269308,0.0390625,0.08542366165113209,0.9057323260767562,TzS,2
trans_x,0.043019893927043064,0.10011652787796751,0.0546875,0.06115964480785237,0.7034032652063302,NoL,1
trans_y,0.1844925623329634,0.19351339849466087,0.0390625,0.10832222903496795,1.7031828444288044,NoL,1
trans_z,0.012287019603144943,0.026153199846017938,0.0546875,0.0691276542711457,0.17774391037740203,NoL,1
rot_x,0.07209351980383535,0.10140318200070153,0.046875,0.11605686681342257,0.6211913325009584,NoL,1
rot_y,0.05732184784208868,0.12079715374010674,0.0546875,0.07494404905087255,0.7648619001982667,NoL,1
rot_z,0.15520279892917663,0.49452553403388316,0.0390625,0.11108499944442568,1.3971535271700402,NoL,1
trans_x,0.24059088857988453,0.34881318599640987,0.0546875,0.2726914229840243,0.8822825663488189,NoL,2
trans_y,0.04022292410715004,0.06594258440596432,0.0390625,0.021549366609480473,1.8665478503112707,NoL,2
trans_z,0.0937830957200649,0.15039110093838373,0.046875,0.11772128240057377,0.7966537037991224,NoL,2
rot_x,0.06136128534648362,0.08279579706491509,0.0390625,0.0738700626625756,0.8306651307946467,NoL,2
rot_y,0.09082798920840292,0.14350429054001929,0.0546875,0.07480135757446414,1.2142558909650645,NoL,2
rot_z,0.08794404274881237,0.13604897221490017,0.0390625,0.10695982088713639,0.8222156875093222,NoL,2
trans_x,0.04022274900780866,0.08181133875986198,0.046875,0.12054514950210116,0.3336737242483588,OmS,1
trans_y,0.04581207452445944,0.12428957478639982,0.0625,0.06076932882039686,0.7538683631749452,OmS,1
trans_z,0.07637333508578002,0.19906432378994882,0.0625,0.059657640186089496,1.2801936972285537,OmS,1
rot_x,0.03811644171164554,0.1073478023589243,0.046875,0.050982420463684446,0.7476389173015544,OmS,1
rot_y,0.0759626219520608,0.1689217611514107,0.046875,0.1063535924196812,0.7142459427311173,OmS,1
rot_z,0.06010610423958858,0.08681121635945463,0.0546875,0.06390200606617726,0.9405980789285797,OmS,1
trans_x,0.010644541623970808,0.03291253284095207,0.0546875,0.04584011315456183,0.2322101947012861,OmS,2
trans_y,0.10117206773010103,0.18360760067026982,0.0546875,0.0836610933690383,1.20930845551933,OmS,2
trans_z,0.0709190716351043,0.18425961182588188,0.0625,0.08068585987224425,0.8789529126850765,OmS,2
rot_x,0.11538599260959433,0.24124639130770223,0.046875,0.13357662469049308,0.8638187466599813,OmS,2
rot_y,0.01727968298567653,0.026666101876499062,0.046875,0.056859432266358895,0.30390178492003594,OmS,2
rot_z,0.028113879809901016,0.04899300401404164,0.0625,0.051169746858280775,0.549423858453366,OmS,2
trans_x,0.10599078252608693,0.22937066759818478,0.046875,0.04904756241748838,2.160979610114058,YoY,1
trans_y,0.20579752174518356,0.35521467285994335,0.046875,0.3136023245546233,0.6562372328452368,YoY,1
trans_z,0.10742331909589037,0.15099436098798838,0.0625,0.1842380251143754,0.5830681205516337,YoY,1
rot_x,0.2674305182406477,0.3330615293040745,0.046875,0.17275457657643503,1.5480372409556378,YoY,1
rot_y,0.08309121766020977,0.16799527399595643,0.0625,0.2656557825780976,0.3127777487941743,YoY,1
rot_z,0.31388439988377875,0.4227720818591661,0.0390625,0.25458737572794937,1.2329142356842644,YoY,1
trans_x,0.13871619275653255,0.24650948952285795,0.0625,0.16410709601776863,0.8452784555823549,RoL,1
trans_y,0.19377990565208536,0.2810341906998586,0.0390625,0.10980056046824202,1.7648353036563,RoL,1
trans_z,0.10567990731431585,0.20599918287884225,0.0390625,0.1083566793118521,0.9752966581103679,RoL,1
rot_x,0.16074552988261753,0.3175478930165819,0.0625,0.08384128224237883,1.9172599153026828,RoL,1
rot_y,0.10924931631595489,0.17896343419840846,0.0625,0.059078176857635924,1.849233032263266,RoL,1
rot_z,0.13097149901211685,0.2667576765704646,0.0625,0.1316081247304501,0.9951627164420629,RoL,1
trans_x,0.10496293634310562,0.158723048975154,0.0546875,0.13030082252314637,0.8055431595138695,RoL,2
trans_y,0.0770228761735082,0.234065895789655,0.0625,0.13298246252883963,0.579195742437728,RoL,2
trans_z,0.1301022409906507,0.17004922472879114,0.046875,0.22196490944645494,0.5861387786767334,RoL,2
rot_x,0.1985830335508238,0.3101063970454335,0.0625,0.2972048804884834,0.6681688172738534,RoL,2
rot_y,0.18686883376218172,0.31590905607793107,0.0546875,0.20440898373399324,0.9141909042214288,RoL,2
rot_z,0.05794759407121129,0.11541916383742126,0.046875,0.13850743957219666,0.4183717077462043,RoL,2
trans_x,0.05702971006256298,0.13830198558571147,0.0625,0.06932673708394696,0.82262215674804,NeI,1
trans_y,0.06999659710967995,0.11809400863734082,0.046875,0.03527388667925976,1.9843743772187974,NeI,1
trans_z,0.021012691915267744,0.03276377133787713,0.0625,0.06335079475057688,0.33168789696845297,NeI,1
rot_x,0.013019773918447138,0.02857926349863385,0.0390625,0.08169770452367617,0.1593652352709305,NeI,1
rot_y,0.08222956717114267,0.10761346337016849,0.0625,0.06256913839641545,1.31421926443583,NeI,1
rot_z,0.09618875429609039,0.25773115800697677,0.0625,0.06834727247404894,1.4073532223524703,NeI,1
trans_x,0.06868728650483741,0.09168399945195937,0.046875,0.07954229748571814,0.863531587465362,NeI,2
trans_y,0.05491609388871686,0.12818342531359378,0.0390625,0.07732328713459335,0.7102141651337888,NeI,2
trans_z,0.07700521041452765,0.0990557363777443,0.0546875,0.0642549603396986,1.1984321504142048,NeI,2
rot_x,0.10946260480086296,0.2386416282523413,0.0625,0.1139190859688591,0.9608802930063679,NeI,2
rot_y,0.09083654530243485,0.17304718007335076,0.0546875,0.07305044963669653,1.2434768797433366,NeI,2
rot_z,0.0927531467008866,0.12357372110162916,0.0390625,0.1487952496361778,0.6233609397164429,NeI,2
trans_x,0.06144404523290084,0.10201048207733623,0.0390625,0.08991609729825475,0.6833486662655519,ShKh,1
trans_y,0.04021925242259633,0.11020969991151683,0.0390625,0.0305026305389117,1.3185502882918332,ShKh,1
trans_z,0.10550254256048955,0.15141401808325167,0.0546875,0.09301017557277848,1.1343118298331227,ShKh,1
rot_x,0.11274810901805316,0.20856267112908441,0.0546875,0.11557216328932156,0.975564579839566,ShKh,1
rot_y,0.02583625803210135,0.03686346268186403,0.0625,0.05118273881126968,0.5047845930420224,ShKh,1
rot_z,0.06191177551308512,0.09993633431206488,0.046875,0.11720729136463288,0.5282246073553103,ShKh,1
trans_x,0.1127105496806851,0.21888108194509634,0.0546875,0.052572132476384696,2.1439219631602784,ShKh,2
trans_y,0.10984916930308686,0.23847433579575697,0.0390625,0.08821448274159184,1.2452509583981213,ShKh,2
trans_z,0.048920347465315026,0.16323070094286232,0.0390625,0.039944918824551805,1.2246951247470563,ShKh,2
rot_x,0.0587612625193208,0.09225766261733113,0.0390625,0.044603012282745554,1.317428114834062,ShKh,2
rot_y,0.06926302990941663,0.2647741686580803,0.0390625,0.08533853213822944,0.8116266836657474,ShKh,2
rot_z,0.08563102943939561,0.09793462521496078,0.046875,0.0983122817729329,0.8710104964308772,ShKh,2
